jurirno,brkrNm,ldCodeNm,registDe,mnnmadr,estbsBeginDe,estbsEndDe,sttusSeCode,bsnmCmpnm,등록번호,거래완료,등록매물,총매물수,영업년수,일평균거래,구평균성사율,구평균매물수,지역권평균성사율,지역권평균매물수,보증보험유효,영업일수,거래성사율,지역권평균거래,trust_target,등록비율,규모지수,지역내백분위,지역중개사수,거래효율성,매물활용도,지역경쟁력,상대적성과,log_거래완료,log_총매물수,predicted_score,actual_grade,final_temperature,final_grade
11590-2025-00076,유재영,서울특별시 동작구,2025-09-25,서울특별시 동작구 신대방동 686-28,2025-09-26,2026-09-25,1,우주공인중개사사무소,11590-2025-00076,35,7,42,0.1890410958904109,0.4929577395358065,6821.2,6887.0,6821.2,6887.0,1,71,0.833333313492064,6821.2,44.92957680011998,0.1666666626984128,3.7612001156935624,0.13333333333333333,15,4.999999285714388,0.833333313492064,2.333333177777788,0.005131061982476534,3.58351893845611,3.7612001156935624,-47.0582072340646,C,0.0007469746333800362,D
공92220000-2356,박영진,서울특별시 중구,2014-10-22,서울특별시 중구 신당동 361-24,2025-10-22,2026-10-21,1,키다리아저씨공인중개사사무소,922200002356,384,8,392,0.1178082191780822,0.09453471194127654,238.0,248.33333333333331,238.0,248.33333333333331,1,4062,0.9795918342357351,238.0,184.93310214648483,0.02040816321324448,5.973809611869261,1.0,3,47.999994000000754,0.9795918342357351,127.99995733334755,1.6134453713720782,5.953243334287785,5.973809611869261,217.0500029258106,B,0.002313144948436943,B
11440-2025-00004,박수빈,서울특별시 마포구,2025-01-02,서울특별시 마포구 공덕동 467,2025-01-03,2026-01-02,1,동산이형공인중개사사무소,11440202500004,404028,599,404627,0.9178082191780822,1198.896138875679,33797.21428571428,33861.78571428572,33797.21428571428,33861.78571428572,1,337,0.9985196242440605,33797.21428571428,173631.1169774841,0.0014803757534680572,12.910723405473535,1.0,14,674.5041724966542,0.9985196242440605,28859.14079577566,11.954476382949224,12.909241936545287,12.910723405473535,168460.1121108479,S,1.0,S
11545-2024-00064,강혜진,서울특별시 금천구,2024-11-15,서울특별시 금천구 독산동 958-69,2025-11-15,2026-11-14,1,스마일공인중개사사무소,11545-2024-00064,902,38,940,0.0520547945205479,2.3428571367717996,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,385,0.9595744670642825,17257.85714285714,414.0158053796465,0.04042553187188773,6.846943139585379,0.5714285714285714,21,23.736841480609435,0.9595744670642825,42.952378907029576,0.052266048587675494,6.805722553416985,6.846943139585379,468.31824905264574,A,0.0038031738572771616,A
11215-2023-00010,박세웅,서울특별시 광진구,2023-02-08,서울특별시 광진구 자양동 680-9,2025-02-09,2026-02-08,1,미스터홈즈부동산공인중개사사무소구의자양센터,11215-2023-00010,180,23,203,0.8164383561643835,0.1745877786861418,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,1031,0.8866995030211847,1080.5,101.34686287749695,0.11330049205270694,5.318119993844216,0.4230769230769231,26,7.826086616257103,0.8866995030211847,6.923076656804744,0.16658954172458162,5.198497031265826,5.318119993844216,141.52617184576414,B,0.0018652861626561475,B
11440-2020-00227,장윤주,서울특별시 마포구,2020-12-30,서울특별시 마포구 현석동 10-3,2025-12-30,2026-12-29,1,마포펜션공인중개사사무소,11440-2020-00227,21,8,29,-0.0712328767123287,0.011660188777534598,33797.21428571428,33861.78571428572,33797.21428571428,33861.78571428572,1,1801,0.7241379060642101,33797.21428571428,31.240739069701654,0.27586205945303244,3.4011973816621555,0.21428571428571427,14,2.6249996718750412,0.7241379060642101,1.4999998928571505,0.000621352985540442,3.091042453358316,3.4011973816621555,-83.6007048717005,C,0.0005302764284909953,D
11215-2024-00042,강대민,서울특별시 광진구,2024-07-05,서울특별시 광진구 화양동 46-2,2025-07-05,2026-07-04,1,건대하나공인중개사사무소,11215202200042,212,7,219,0.4164383561643835,0.4092664084763197,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,518,0.9680365252601072,1080.5,118.93375984256643,0.031963470173682784,5.393627546352362,0.46153846153846156,26,30.28570995918429,0.9680365252601072,8.153845840236698,0.19620546025339614,5.3612921657094255,5.393627546352362,119.60756085759444,B,0.001735308083382613,B
11680-2023-00172,장진웅,서울특별시 강남구,2023-04-11,서울특별시 강남구 역삼동 825-20,2025-04-12,2026-04-11,1,스카이공인중개사사무소,11680-2023-00172,7332,99,7431,0.6465753424657534,7.566563459683629,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,969,0.9866774322450979,5373.442307692308,3039.0659575641894,0.013322567620330699,8.913550280493675,0.8461538461538461,52,74.06060531251914,0.9866774322450979,140.9999972884616,1.3644884561502495,8.9001399880938,8.913550280493675,3215.4440410068805,S,0.020093719556259656,S
11620-2016-00178,허경,서울특별시 관악구,2016-09-12,서울특별시 관악구 신림동 1412-14,2025-09-12,2026-09-11,1,착한공인중개사사무소,11620201600178,665,24,689,0.2273972602739726,0.1972708394549775,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,3371,0.9651669071623122,15736.739130434782,297.9277156094191,0.03483309138630901,6.536691597591305,0.47101449275362317,69,27.708332178819493,0.9651669071623122,9.637681019743754,0.04225780159700526,6.501289670540389,6.536691597591305,329.7904768383088,B,0.0029816996421373663,B
11620-2023-00052,김창용,서울특별시 관악구,2023-04-17,서울특별시 관악구 신림동 638,2025-04-18,2026-04-17,1,착한공인중개사사무소,11620201600178,665,24,689,0.6301369863013698,0.6905503627304773,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,963,0.9651669071623122,15736.739130434782,302.8605108421741,0.03483309138630901,6.536691597591305,0.47101449275362317,69,27.708332178819493,0.9651669071623122,9.637681019743754,0.04225780159700526,6.501289670540389,6.536691597591305,342.3704779052922,B,0.0030562994594719624,B
11500-2024-00050,이기석,서울특별시 강서구,2024-04-18,서울특별시 강서구 화곡동 1070-11,2025-04-18,2026-04-17,1,프라임부동산공인중개사사무소,11500202400050,5430,59,5489,0.6301369863013698,9.110738239747084,7493.90625,7538.03125,7493.90625,7538.03125,1,596,0.9892512295519673,7493.90625,2293.78491928403,0.010748770265850105,8.610683534503575,0.84375,32,92.0338967451882,0.9892512295519673,169.6874946972658,0.7245887282450872,8.599878558034845,8.610683534503575,2406.9713554408604,S,0.01529945011684559,S
11650-2024-00224,기재헌,서울특별시 서초구,2024-10-02,서울특별시 서초구 방배동 867-30,2025-10-02,2026-10-01,1,방배다올공인중개사사무소,11650202400224,1568,29,1597,0.1726027397260274,3.6550116464918143,393.8,434.6,393.8,434.6,1,429,0.9818409511697928,393.8,694.2053450000119,0.018159048204033156,7.37650812632622,1.0,10,54.06896365279435,0.9818409511697928,156.79998432000158,3.9817165973039192,7.358193752733032,7.37650812632622,545.1111038825175,A,0.004258557995355319,A
11590-2025-00079,김대훈,서울특별시 동작구,2025-10-30,서울특별시 동작구 상도동 361-28,2025-10-30,2026-10-29,1,또또공인중개사사무소,11590-2025-00079,15,20,35,0.0958904109589041,0.41666665509259293,6821.2,6887.0,6821.2,6887.0,1,36,0.428571416326531,6821.2,24.023809040721865,0.5714285551020413,3.58351893845611,0.06666666666666667,15,0.7499999625000018,0.428571416326531,0.9999999333333378,0.002199026563918515,2.772588722239781,3.58351893845611,-44.24874978985657,C,0.0007636348078133517,D
11215-2017-00103,박지연,서울특별시 광진구,2017-11-01,서울특별시 광진구 구의동 254-55,2025-11-01,2026-10-31,1,제일공인중개사사무소,11215-2017-00103,3078,9,3087,0.0904109589041095,1.0412719888223032,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,2956,0.9970845477819616,1080.5,1272.525256321682,0.002915451894099303,8.035278911144667,0.9230769230769231,26,341.99996200000425,0.9970845477819616,118.38461083136112,2.8486811634903457,8.0323601479245,8.035278911144667,860.5727940944636,A,0.006129256124915736,A
11380-2015-00100,박웅성,서울특별시 은평구,2011-02-16,서울특별시 은평구 신사동 22-30,2025-02-18,2026-02-17,1,제일공인중개사사무소,11380-2015-00100,90,9,99,0.7917808219178082,0.016648168698363268,6890.545454545455,6915.727272727273,6890.545454545455,6915.727272727273,1,5406,0.9090908999081727,6890.545454545455,64.43920868422882,0.09090908999081727,4.605170185988092,0.45454545454545453,11,9.999998888889014,0.9090908999081727,8.181817438016598,0.01306137526856727,4.51085950651685,4.605170185988092,59.60867499448692,C,0.0013795127299613633,C
다92340000-1003,정향숙,서울특별시 은평구,2002-03-15,서울특별시 은평구 대조동 77-17,2025-03-15,2026-03-14,1,미래공인중개사사무소,11380201600093,48,10,58,0.7232876712328767,0.0055388876060998285,6890.545454545455,6915.727272727273,6890.545454545455,6915.727272727273,1,8666,0.8275861926278243,6890.545454545455,45.08297465489573,0.17241379013079672,4.07753744390572,0.3181818181818182,11,4.799999520000048,0.8275861926278243,4.363635966942185,0.006966066809902543,3.8918202981106265,4.07753744390572,-14.286040225033872,C,0.0009413146544591275,D
11380-2016-00093,권태복,서울특별시 은평구,2016-05-03,서울특별시 은평구 대조동 187-26,2025-01-22,2026-01-21,1,미래공인중개사사무소,11380201600093,48,10,58,0.8657534246575342,0.013702540675505984,6890.545454545455,6915.727272727273,6890.545454545455,6915.727272727273,1,3503,0.8275861926278243,6890.545454545455,45.16461118558979,0.17241379013079672,4.07753744390572,0.3181818181818182,11,4.799999520000048,0.8275861926278243,4.363635966942185,0.006966066809902543,3.8918202981106265,4.07753744390572,13.441099948763448,C,0.001105737501576739,C
9253-5714,김오순,서울특별시 송파구,2006-05-16,서울특별시 송파구 가락동 479,2025-05-16,2026-05-15,1,헬리오가락우성공인중개사사무소,9253-5714,0,0,0,0.5534246575342465,0.0,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,7143,0.0,3650.2727272727275,1.0,0.0,0.0,0.1590909090909091,22,0.0,0.0,0.0,0.0,0.0,0.0,-29.30139386691267,D,0.0008522731167888043,D
9252-6172,이재현,서울특별시 강동구,2013-08-19,서울특별시 강동구 성내동,2025-08-19,2026-08-18,1,강동팰리스공인중개사사무소,9252-6172,0,0,0,0.2931506849315068,0.0,974.6666666666666,994.7777777777778,974.6666666666666,994.7777777777778,1,4491,0.0,974.6666666666666,1.0,0.0,0.0,0.2777777777777778,9,0.0,0.0,0.0,0.0,0.0,0.0,21.00459093120461,D,0.001150589250213138,C
11170-2017-00002,김도윤,서울특별시 용산구,2017-01-03,서울특별시 용산구 이태원동 207-6,2025-01-03,2026-01-02,1,에이원공인중개사사무소,11170201700002,46,5,51,0.9178082191780822,0.014119091462824097,506.6666666666667,517.6,506.6666666666667,517.6,1,3258,0.9019607666282203,506.6666666666667,46.600013913474854,0.09803921376393698,3.9512437185814275,0.4666666666666667,15,9.199998160000368,0.9019607666282203,3.066666462222236,0.09078947350502077,3.8501476017100584,3.9512437185814275,64.29606035998489,C,0.001407309078322632,C
11230-2024-00045,홍희정,서울특별시 동대문구,2024-05-10,서울특별시 동대문구 휘경동 280-2,2025-05-17,2026-05-16,1,집토스부동산중개회기본점,11230-2024-00045,195,48,243,0.5506849315068493,0.33972125376355183,1085.4615384615386,1119.1538461538462,1085.4615384615386,1119.1538461538462,1,574,0.8024691325001271,1085.4615384615386,106.47128651263932,0.19753086338464665,5.497168225293202,0.46153846153846156,13,4.062499915364585,0.8024691325001271,14.999998846153936,0.1796470836698028,5.278114659230517,5.497168225293202,183.63713026121115,B,0.0021150055218875207,B
가-92280000-공인2841,강후철,서울특별시 동대문구,2009-08-28,서울특별시 동대문구 용두동 790,2025-08-28,2026-08-27,1,부동산허브공인중개사사무소,가-92280000-공인2841,0,0,0,0.2684931506849315,0.0,1085.4615384615386,1119.1538461538462,1085.4615384615386,1119.1538461538462,1,5943,0.0,1085.4615384615386,1.0,0.0,0.0,0.15384615384615385,13,0.0,0.0,0.0,0.0,0.0,0.0,-23.585573977281815,D,0.0008861681154786696,D
92290000-1995,정영애,서울특별시 중랑구,2008-03-11,서울특별시 중랑구 면목동 382-1,2025-03-11,2026-03-10,1,웰빙공인중개사사무소,92290000-1995,0,9,9,0.7342465753424657,0.0,4891.5,4927.333333333333,4891.5,4927.333333333333,1,6478,0.0,4891.5,1.0,0.9999998888889013,2.302585092994046,0.16666666666666666,12,0.0,0.0,0.0,0.0,0.0,2.302585092994046,-34.30095362248986,D,0.0008226255640951631,D
11710-2023-00072,이현희,서울특별시 송파구,2023-04-17,서울특별시 송파구 신천동 7,2025-04-17,2026-04-16,1,강남공인중개사사무소,11710-2023-00072,0,0,0,0.6328767123287671,0.0,3650.272727272728,3677.090909090909,3650.272727272728,3677.090909090909,1,963,0.0,3650.2727272727275,1.0,0.0,0.0,0.1590909090909091,22,0.0,0.0,0.0,0.0,0.0,0.0,3.385513339139161,D,0.0010461075444506659,D
11680-2023-00278,정미경,서울특별시 강남구,2023-06-20,서울특별시 강남구 개포동 1282,2025-06-21,2026-06-20,1,개포미소부동산공인중개사사무소,11680-2023-00278,0,0,0,0.4547945205479452,0.0,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,899,0.0,5373.442307692308,1.0,0.0,0.0,0.08653846153846154,52,0.0,0.0,0.0,0.0,0.0,0.0,-9.152396854889627,D,0.0009717573273678629,D
11590-2022-00110,김형준,서울특별시 동작구,2022-10-19,서울특별시 동작구 사당동 1041-12,2025-10-21,2026-10-20,1,플렉스공인중개사사무소,11590202200110,6438,47,6485,0.1205479452054794,5.632545926830668,6821.2,6887.0,6821.2,6887.0,1,1143,0.9927525056294907,6821.2,2662.3080344371915,0.007247494216307248,8.777401286867264,0.8666666666666667,15,136.97872048981446,0.9927525056294907,429.1999713866686,0.9438222012338265,8.770128527538184,8.777401286867264,2762.139559885428,S,0.017405609173076448,S
11230-2018-00177,이상옥,서울특별시 동대문구,2018-10-30,서울특별시 동대문구 장안동 346-15,2025-11-01,2026-10-31,1,엘림공인중개사사무소,11230-2018-00177,900,23,923,0.0904109589041095,0.34708831455954947,1085.4615384615386,1119.1538461538462,1085.4615384615386,1119.1538461538462,1,2593,0.9750812557149715,1085.4615384615386,393.7233208170446,0.02491874320160483,6.828712071641684,0.6923076923076923,13,39.13043308128552,0.9750812557149715,69.23076390532586,0.8291403861683206,6.803505257608338,6.828712071641684,463.906220751431,A,0.0037770103853034184,A
11620-2023-00074,양희승,서울특별시 관악구,2023-06-02,서울특별시 관악구 신림동 518-27,2025-06-05,2026-06-04,1,지니홈즈부동산공인중개사사무소,11650201800185,168,29,197,0.4986301369863014,0.18320610667044046,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,917,0.852791873843696,15736.739130434782,95.61581728201529,0.14720812108016182,5.288267030694535,0.34782608695652173,69,5.793103248513681,0.852791873843696,2.434782573408948,0.010675655140296067,5.1298987149230735,5.288267030694535,119.68027469740116,B,0.0017357392788283363,B
11590-2023-00119,김성훈,서울특별시 동작구,2023-12-04,서울특별시 동작구 대방동 394-25,2024-12-05,2025-12-04,1,연우공인중개사사무소,11590-2023-00119,3306,119,3425,0.9972602739726028,4.516393436453014,6821.2,6887.0,6821.2,6887.0,0,732,0.9652554741707283,6821.2,1396.521598589652,0.03474452553730087,8.139148678884066,0.7333333333333333,15,27.78151237158393,0.9652554741707283,220.39998530666765,0.48466545468764066,8.103796712981794,8.139148678884066,1687.3412038457511,A,0.011032019806497016,S
92270000-2830,백진기,서울특별시 동작구,2008-07-31,서울특별시 동작구 노량진동 259-1,2025-11-27,2026-11-26,1,연세공인중개사사무소,9227000-2830,228,5,233,0.0191780821917808,0.03598484847916906,6821.2,6887.0,6821.2,6887.0,1,6336,0.9785407683324431,6821.2,121.91607153476498,0.02145922737571147,5.455321115357702,0.3333333333333333,15,45.599990880001826,0.9785407683324431,15.199998986666735,0.033425203771561426,5.43372200355424,5.455321115357702,14.777053452413888,B,0.0011136597495009783,C
11470-2025-00040,서은총,서울특별시 양천구,2025-06-18,서울특별시 양천구 신월동 167-2,2025-06-19,2026-06-18,1,다함공인중개사사무소,11470202500040,5,43,48,0.4602739726027397,0.029411764532871972,2652.125,2692.5,2652.125,2692.5,1,170,0.10416666449652782,2652.125,6.419117580224554,0.8958333146701394,3.8918202981106265,0.25,8,0.11627906706327752,0.10416666449652782,0.6249999218750099,0.0018852806704490624,1.791759469228055,3.8918202981106265,64.60737208540544,D,0.001409155167025394,C
11500-2025-00137,한보라,서울특별시 강서구,2025-09-25,서울특별시 강서구 마곡동 771-4,2025-09-29,2026-09-28,1,JH공인중개사사무소,11500-2025-00137,23,60,83,0.1808219178082191,0.3239436574092443,7493.90625,7538.03125,7493.90625,7538.03125,1,71,0.27710843039628397,7493.90625,21.752689485980966,0.7228915575555235,4.430816798843313,0.15625,32,0.38333332694444455,0.27710843039628397,0.7187499775390632,0.003069160359049173,3.1780538303479458,4.430816798843313,42.65319790548916,D,0.0012789661968628998,C
11680-2023-00117,남경희,서울특별시 강남구,2023-03-09,서울특별시 강남구 논현동 172-12,2025-03-10,2026-03-09,1,강남홈즈공인중개사사무소,11680-2023-00117,624,34,658,0.736986301369863,0.6227544903964526,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,1002,0.9483282660359753,5373.442307692308,285.2773928850438,0.051671732444267884,6.490723534502507,0.6346153846153846,52,18.352940636678216,0.9483282660359753,11.999999769230774,0.11612667711917017,6.437751649736401,6.490723534502507,415.4692214734836,B,0.003489777397076234,A
92240000-3145,석복연,서울특별시 용산구,2011-01-20,서울특별시 용산구 보광동 244-10,2025-01-20,2026-01-19,1,굿모닝공인중개사사무소,922400003145,1112,21,1133,0.8712328767123287,0.20467513340609697,506.6666666666667,517.6,506.6666666666667,517.6,1,5433,0.9814651359386891,506.6666666666667,477.29070541222166,0.018534863178698267,7.033506484287697,0.8,15,52.95237843083912,0.9814651359386891,74.13332839111145,2.1947368377735454,7.014814351275545,7.033506484287697,431.6631744888443,A,0.003585808067537903,A
11215-2016-00117,차승만,서울특별시 광진구,2016-10-12,서울특별시 광진구 화양동 33-21,2025-10-12,2026-10-11,1,우성공인중개사사무소,11215-2016-00117,6435,22,6457,0.1452054794520547,1.9260700383340108,1080.5,1105.8846153846157,1080.5,1105.8846153846157,1,3341,0.9965928448201032,1080.5,2624.158485727943,0.003407155025025994,8.77307495131822,0.9615384615384616,26,292.499986704546,0.9965928448201032,247.49999048076958,5.955576116653793,8.769662508112274,8.77307495131822,2090.2081846915385,S,0.013421034165177224,S
11470-2022-00093,김진희,서울특별시 양천구,2022-08-04,서울특별시 양천구 목동 718-10,2025-08-04,2026-08-03,1,지니부동산중개,11470-2022-00093,690,10,700,0.3342465753424657,0.5660377353847106,2652.125,2692.5,2652.125,2692.5,1,1219,0.9857142843061224,2652.125,312.23180588303075,0.014285714265306122,6.55250788703459,0.5,8,68.9999931000007,0.9857142843061224,86.24998921875135,0.2601687325219706,6.53813982376767,6.55250788703459,280.305083171305,B,0.0026882496409304708,B
11380-2022-00006,박재환,서울특별시 은평구,2022-01-07,서울특별시 은평구 역촌동 21-4,2025-01-07,2026-01-06,1,파크부동산공인중개사사무소,11380-2022-00006,5499,23,5522,0.9068493150684932,3.8508403334377865,6890.545454545455,6915.727272727273,6890.545454545455,6915.727272727273,1,1428,0.9958348422680486,6890.545454545455,2268.9834486024192,0.00416515755085745,8.616676469901188,0.9090909090909091,11,239.0869461266545,0.9958348422680486,499.9090454628141,0.7980500289094602,8.612503371220562,8.616676469901188,2241.363387161432,S,0.014317389454289437,S
가-9250-2964,신영세,서울특별시 강남구,1987-05-18,서울특별시 강남구 청담동 30-33,2025-01-05,2026-01-04,1,성실부동산컨설팅부동산중개사무소,가-9250-2964,47,8,55,0.9123287671232876,0.0033378311197118224,5373.442307692308,5450.538461538462,5373.442307692308,5450.538461538462,1,14081,0.8545454390082647,5373.442307692308,45.46974148144506,0.1454545428099174,4.02535169073515,0.3269230769230769,52,5.8749992656250924,0.8545454390082647,0.9038461364644974,0.00874672087275801,3.871201010907891,4.02535169073515,-19.5277214187056,C,0.0009102313137271175,D
11500-2024-00021,이민지,서울특별시 강서구,2024-02-19,서울특별시 강서구 등촌동 522-36,2025-10-02,2026-10-01,1,더리치공인중개사사무소,11500-2024-00021,2688,149,2837,0.1726027397260274,4.1038167876277605,7493.90625,7538.03125,7493.90625,7538.03125,1,655,0.9474797317774128,7493.90625,1145.6625598296,0.05252026787010213,7.950854857719988,0.65625,32,18.040268335300212,0.9474797317774128,83.99999737500009,0.3586914367445294,7.896924656268864,7.950854857719988,1338.3232020605558,A,0.00896233165297252,A
11620-2025-00080,이우용,서울특별시 관악구,2025-07-01,서울특별시 관악구 신림동 1435-4,2025-07-02,2026-07-01,1,투데이공인중개사사무소,11620-2025-00080,27,34,61,0.4246575342465753,0.17197452119761453,15736.739130434782,15813.27536231884,15736.739130434782,15813.27536231884,1,157,0.4426229435635583,15736.739130434782,26.798433518882895,0.5573770400429994,4.127134385045092,0.2318840579710145,69,0.7941176237024229,0.4426229435635583,0.39130434215500953,0.001715730290404725,3.332204510175204,4.127134385045092,54.14980543483669,C,0.0013471414551232332,C
11545-2024-00039,김영욱,서울특별시 금천구,2024-07-25,서울특별시 금천구 가산동 145-7,2025-07-25,2026-07-24,1,The K부동산공인중개사사무소,11545-2024-00039,315,147,462,0.3616438356164383,0.6325301192117869,17257.85714285714,17328.95238095238,17257.85714285714,17328.95238095238,1,498,0.681818180342385,17257.85714285714,153.77984660238943,0.318181817493113,6.137727054086234,0.42857142857142855,21,2.1428571282798834,0.681818180342385,14.999999285714319,0.018252555770640555,5.755742213586912,6.137727054086234,305.68589808781906,B,0.0028387587026144495,B
11200-2021-00146,박기영,서울특별시 성동구,2021-12-13,서울특별시 성동구 하왕십리동 973-17,2024-12-13,2025-12-12,1,하늘공인중개사사무소,11200-2021-00146,16,12,28,0.9753424657534246,0.01101169992359828,184.28571428571428,194.14285714285717,184.28571428571428,194.14285714285717,1,1453,0.5714285510204089,184.28571428571428,24.652973529848254,0.4285714132653067,3.367295829986474,0.2857142857142857,7,1.3333332222222316,0.5714285510204089,2.28571395918372,0.08682170495523106,2.833213344056216,3.367295829986474,24.307325630471997,C,0.0011701745748850586,C
가92290000-934,최태봉,서울특별시 중랑구,2002-04-17,서울특별시 중랑구 묵동 244-115,2025-04-19,2026-04-18,1,열린공인중개사사무소,가92290000-934,952,24,976,0.6273972602739726,0.11027452796127944,4891.5,4927.333333333333,4891.5,4927.333333333333,1,8633,0.9754098350661784,4891.5,412.16504033159816,0.02459016390923139,6.884486652042782,0.6666666666666666,12,39.66666501388896,0.9754098350661784,79.33332672222278,0.1946233261382759,6.859614903654202,6.884486652042782,473.2192328280124,A,0.0038322368511875308,A
